;OeffentlichesLaden
1671;0.000134551
1672;0.000129895
1673;0.000125498
1674;0.000122699
1675;0.000124897
1676;0.000122847
1677;0.000116814
1678;0.000107359
1679;0.000097
1680;0.0000934
1681;0.0000907
1682;0.0000894
1683;0.0000892
1684;0.0000885
1685;0.0000872
1686;0.0000869
1687;0.0000862
1688;0.0000887
1689;0.0000941
1690;0.000114715
1691;0.000125216
1692;0.000129026
1693;0.000129825
1694;0.000132144
1695;0.0001278
1696;0.000124652
1697;0.000116994
1698;0.000112722
1699;0.000114122
1700;0.000115128
1701;0.000110599
1702;0.000101442
1703;0.0000888
1704;0.0000823
1705;0.0000802
1706;0.0000786
1707;0.0000776
1708;0.0000768
1709;0.0000765
1710;0.0000764
1711;0.0000748
1712;0.0000758
1713;0.0000785
1714;0.0000855
1715;0.0000927
1716;0.000117511
1717;0.000128142
1718;0.000131014
1719;0.000134758
1720;0.000134608
1721;0.000130273
1722;0.000125571
1723;0.000121948
1724;0.000114001
1725;0.000105056
1726;0.000095
1727;0.0000879
1728;0.0000869
1729;0.0000875
1730;0.0000872
1731;0.0000865
1732;0.0000853
1733;0.0000826
1734;0.0000838
1735;0.0000944
1736;0.000115331
1737;0.000136478
1738;0.000150388
1739;0.000151981
1740;0.000148468
1741;0.000147145
1742;0.000145415
1743;0.000140044
1744;0.000134671
1745;0.000123652
1746;0.00011965
1747;0.000124036
1748;0.000124303
1749;0.000110445
1750;0.0000963
1751;0.0000904
1752;0.000088
1753;0.0000871
1754;0.0000863
1755;0.0000855
1756;0.0000856
1757;0.0000851
1758;0.0000871
1759;0.0000939
1760;0.000110049
1761;0.000132773
1762;0.000150096
1763;0.000154876
1764;0.000150029
1765;0.000147
1766;0.000140753
1767;0.000135936
1768;0.000133332
1769;0.000129543
1770;0.000128285
1771;0.000131307
1772;0.00011912
1773;0.000116983
1774;0.000105949
1775;0.0000987
1776;0.0000972
1777;0.0000977
1778;0.0000978
1779;0.0000964
1780;0.0000959
1781;0.000095
1782;0.0000966
1783;0.000106502
1784;0.000121303
1785;0.000142329
1786;0.000157335
1787;0.000158872
1788;0.000157288
1789;0.000147429
1790;0.000140931
1791;0.000134159
1792;0.000126902
1793;0.000125047
1794;0.000128659
1795;0.000137564
1796;0.000133148
1797;0.0001209
1798;0.000108142
1799;0.000101298
1800;0.000102117
1801;0.000101268
1802;0.000100327
1803;0.000099
1804;0.0000984
1805;0.0000974
1806;0.0000968
1807;0.0000985
1808;0.000111605
1809;0.000130465
1810;0.000147473
1811;0.000156966
1812;0.00015996
1813;0.000153285
1814;0.000153812
1815;0.000150303
1816;0.000147321
1817;0.000138504
1818;0.000128398
1819;0.000133723
1820;0.000128967
1821;0.000116378
1822;0.000100777
1823;0.0000953
1824;0.0000921
1825;0.0000915
1826;0.0000912
1827;0.0000899
1828;0.000089
1829;0.0000881
1830;0.0000929
1831;0.00010067
1832;0.000119645
1833;0.000145704
1834;0.000162879
1835;0.00016356
1836;0.000158202
1837;0.000148959
1838;0.000139396
1839;0.000134551
1840;0.000129895
1841;0.000125498
1842;0.000122699
1843;0.000124897
1844;0.000122847
1845;0.000116814
1846;0.000107359
1847;0.000097
1848;0.0000934
1849;0.0000907
1850;0.0000894
1851;0.0000892
1852;0.0000885
1853;0.0000872
1854;0.0000869
1855;0.0000862
1856;0.0000887
1857;0.0000941
1858;0.000114715
1859;0.000125216
1860;0.000129026
1861;0.000129825
1862;0.000132144
1863;0.0001278
1864;0.000124652
1865;0.000116994
1866;0.000112722
1867;0.000114122
1868;0.000115128
1869;0.000110599
1870;0.000101442
1871;0.0000888
1872;0.0000823
1873;0.0000802
1874;0.0000786
1875;0.0000776
1876;0.0000768
1877;0.0000765
1878;0.0000764
1879;0.0000748
1880;0.0000758
1881;0.0000785
1882;0.0000855
1883;0.0000927
1884;0.000117511
1885;0.000128142
1886;0.000131014
1887;0.000134758
1888;0.000134608
1889;0.000130273
1890;0.000125571
1891;0.000121948
1892;0.000114001
1893;0.000105056
1894;0.000095
1895;0.0000879
1896;0.0000869
1897;0.0000875
1898;0.0000872
1899;0.0000865
1900;0.0000853
1901;0.0000826
1902;0.0000838
1903;0.0000944
1904;0.000115331
1905;0.000136478
1906;0.000150388
1907;0.000151981
1908;0.000148468
1909;0.000147145
1910;0.000145415
1911;0.000140044
1912;0.000134671
1913;0.000123652
1914;0.00011965
1915;0.000124036
1916;0.000124303
1917;0.000110445
1918;0.0000963
1919;0.0000904
1920;0.000088
1921;0.0000871
1922;0.0000863
1923;0.0000855
1924;0.0000856
1925;0.0000851
1926;0.0000871
1927;0.0000939
1928;0.000110049
1929;0.000132773
1930;0.000150096
1931;0.000154876
1932;0.000150029
1933;0.000147
1934;0.000140753
1935;0.000135936
1936;0.000133332
1937;0.000129543
1938;0.000128285
1939;0.000131307
1940;0.00011912
1941;0.000116983
1942;0.000105949
1943;0.0000987
1944;0.0000972
1945;0.0000977
1946;0.0000978
1947;0.0000964
1948;0.0000959
1949;0.000095
1950;0.0000966
1951;0.000106502
1952;0.000121303
1953;0.000142329
1954;0.000157335
1955;0.000158872
1956;0.000157288
1957;0.000147429
1958;0.000140931
1959;0.000134159
1960;0.000126902
1961;0.000125047
1962;0.000128659
1963;0.000137564
1964;0.000133148
1965;0.0001209
1966;0.000108142
1967;0.000101298
1968;0.000102117
1969;0.000101268
1970;0.000100327
1971;0.000099
1972;0.0000984
1973;0.0000974
1974;0.0000968
1975;0.0000985
1976;0.000111605
1977;0.000130465
1978;0.000147473
1979;0.000156966
1980;0.00015996
1981;0.000153285
1982;0.000153812
1983;0.000150303
1984;0.000147321
1985;0.000138504
1986;0.000128398
1987;0.000133723
1988;0.000128967
1989;0.000116378
1990;0.000100777
1991;0.0000953
1992;0.0000921
1993;0.0000915
1994;0.0000912
1995;0.0000899
1996;0.000089
1997;0.0000881
1998;0.0000929
1999;0.00010067
2000;0.000119645
2001;0.000145704
2002;0.000162879
2003;0.00016356
2004;0.000158202
2005;0.000148959
2006;0.000139396
2007;0.000134551
2008;0.000129895
2009;0.000125498
2010;0.000122699
2011;0.000124897
2012;0.000122847
2013;0.000116814
2014;0.000107359
2015;0.000097
2016;0.0000934
2017;0.0000907
2018;0.0000894
2019;0.0000892
2020;0.0000885
2021;0.0000872
2022;0.0000869
2023;0.0000862
2024;0.0000887
2025;0.0000941
2026;0.000114715
2027;0.000125216
2028;0.000129026
2029;0.000129825
2030;0.000132144
2031;0.0001278
2032;0.000124652
2033;0.000116994
2034;0.000112722
2035;0.000114122
2036;0.000115128
2037;0.000110599
2038;0.000101442
2039;0.0000888
2040;0.0000823
2041;0.0000802
2042;0.0000786
2043;0.0000776
2044;0.0000768
2045;0.0000765
2046;0.0000764
2047;0.0000748
2048;0.0000758
2049;0.0000785
2050;0.0000855
2051;0.0000927
2052;0.000117511
2053;0.000128142
2054;0.000131014
2055;0.000134758
2056;0.000134608
2057;0.000130273
2058;0.000125571
2059;0.000121948
2060;0.000114001
2061;0.000105056
2062;0.000095
2063;0.0000879
2064;0.0000869
2065;0.0000875
2066;0.0000872
2067;0.0000865
2068;0.0000853
2069;0.0000826
2070;0.0000838
2071;0.0000944
2072;0.000115331
2073;0.000136478
2074;0.000150388
2075;0.000151981
2076;0.000148468
2077;0.000147145
2078;0.000145415
2079;0.000140044
2080;0.000134671
2081;0.000123652
2082;0.00011965
2083;0.000124036
2084;0.000124303
2085;0.000110445
2086;0.0000963
2087;0.0000904
2088;0.000088
2089;0.0000871
2090;0.0000863
2091;0.0000855
2092;0.0000856
2093;0.0000851
2094;0.0000871
2095;0.0000939
2096;0.000110049
2097;0.000132773
2098;0.000150096
2099;0.000154876
2100;0.000150029
2101;0.000147
2102;0.000140753
2103;0.000135936
2104;0.000133332
2105;0.000129543
2106;0.000128285
2107;0.000131307
2108;0.00011912
2109;0.000116983
2110;0.000105949
2111;0.0000987
2112;0.0000972
2113;0.0000977
2114;0.0000978
2115;0.0000964
2116;0.0000959
2117;0.000095
2118;0.0000966
2119;0.000106502
2120;0.000121303
2121;0.000142329
2122;0.000157335
2123;0.000158872
2124;0.000157288
2125;0.000147429
2126;0.000140931
2127;0.000134159
2128;0.000126902
2129;0.000125047
2130;0.000128659
2131;0.000137564
2132;0.000133148
2133;0.0001209
2134;0.000108142
2135;0.000101298
2136;0.000102117
2137;0.000101268
2138;0.000100327
2139;0.000099
2140;0.0000984
2141;0.0000974
2142;0.0000968
2143;0.0000985
2144;0.000111605
2145;0.000130465
2146;0.000147473
2147;0.000156966
2148;0.00015996
2149;0.000153285
2150;0.000153812
2151;0.000150303
2152;0.000147321
2153;0.000138504
2154;0.000128398
2155;0.000133723
2156;0.000128967
2157;0.000116378
2158;0.000100777
2159;0.0000953
2160;0.0000921
2161;0.0000915
2162;0.0000912
2163;0.0000899
2164;0.000089
2165;0.0000881
2166;0.0000929
2167;0.00010067
2168;0.000119645
2169;0.000145704
2170;0.000162879
2171;0.00016356
2172;0.000158202
2173;0.000148959
2174;0.000139396
2175;0.000134551
2176;0.000129895
2177;0.000125498
2178;0.000122699
2179;0.000124897
2180;0.000122847
2181;0.000116814
2182;0.000107359
2183;0.000097
2184;0.0000934
2185;0.0000907
2186;0.0000894
2187;0.0000892
2188;0.0000885
2189;0.0000872
2190;0.0000869
2191;0.0000862
2192;0.0000887
2193;0.0000941
2194;0.000114715
2195;0.000125216
2196;0.000129026
2197;0.000129825
2198;0.000132144
2199;0.0001278
2200;0.000124652
2201;0.000116994
2202;0.000112722
2203;0.000114122
2204;0.000115128
2205;0.000110599
2206;0.000101442
2207;0.0000888
2208;0.0000823
2209;0.0000802
2210;0.0000786
2211;0.0000776
2212;0.0000768
2213;0.0000765
2214;0.0000764
2215;0.0000748
2216;0.0000758
2217;0.0000785
2218;0.0000855
2219;0.0000927
2220;0.000117511
2221;0.000128142
2222;0.000131014
2223;0.000134758
2224;0.000134608
2225;0.000130273
2226;0.000125571
2227;0.000121948
2228;0.000114001
2229;0.000105056
2230;0.000095
2231;0.0000879
2232;0.0000869
2233;0.0000875
2234;0.0000872
2235;0.0000865
2236;0.0000853
2237;0.0000826
2238;0.0000838
2239;0.0000944
2240;0.000115331
2241;0.000136478
2242;0.000150388
2243;0.000151981
2244;0.000148468
2245;0.000147145
2246;0.000145415
2247;0.000140044
2248;0.000134671
2249;0.000123652
2250;0.00011965
2251;0.000124036
2252;0.000124303
2253;0.000110445
2254;0.0000963
2255;0.0000904
2256;0.000088
2257;0.0000871
2258;0.0000863
2259;0.0000855
2260;0.0000856
2261;0.0000851
2262;0.0000871
2263;0.0000939
2264;0.000110049
2265;0.000132773
2266;0.000150096
2267;0.000154876
2268;0.000150029
2269;0.000147
2270;0.000140753
2271;0.000135936
2272;0.000133332
2273;0.000129543
2274;0.000128285
2275;0.000131307
2276;0.00011912
2277;0.000116983
2278;0.000105949
2279;0.0000987
2280;0.0000972
2281;0.0000977
2282;0.0000978
2283;0.0000964
2284;0.0000959
2285;0.000095
2286;0.0000966
2287;0.000106502
2288;0.000121303
2289;0.000142329
2290;0.000157335
2291;0.000158872
2292;0.000157288
2293;0.000147429
2294;0.000140931
2295;0.000134159
2296;0.000126902
2297;0.000125047
2298;0.000128659
2299;0.000137564
2300;0.000133148
2301;0.0001209
2302;0.000108142
2303;0.000101298
2304;0.000102117
2305;0.000101268
2306;0.000100327
2307;0.000099
2308;0.0000984
2309;0.0000974
2310;0.0000968
2311;0.0000985
2312;0.000111605
2313;0.000130465
2314;0.000147473
2315;0.000156966
2316;0.00015996
2317;0.000153285
2318;0.000153812
2319;0.000150303
2320;0.000147321
2321;0.000138504
2322;0.000128398
2323;0.000133723
2324;0.000128967
2325;0.000116378
2326;0.000100777
2327;0.0000953
2328;0.0000921
2329;0.0000915
2330;0.0000912
2331;0.0000899
2332;0.000089
2333;0.0000881
2334;0.0000929
2335;0.00010067
2336;0.000119645
2337;0.000145704
2338;0.000162879
2339;0.00016356
2340;0.000158202
2341;0.000148959
2342;0.000139396
2343;0.000134551
2344;0.000129895
2345;0.000125498
2346;0.000122699
2347;0.000124897
2348;0.000122847
2349;0.000116814
2350;0.000107359
2351;0.000097
2352;0.0000934
2353;0.0000907
2354;0.0000894
2355;0.0000892
2356;0.0000885
2357;0.0000872
2358;0.0000869
2359;0.0000862
2360;0.0000887
2361;0.0000941
2362;0.000114715
2363;0.000125216
2364;0.000129026
2365;0.000129825
2366;0.000132144
2367;0.0001278
2368;0.000124652
2369;0.000116994
2370;0.000112722
2371;0.000114122
2372;0.000115128
2373;0.000110599
2374;0.000101442
2375;0.0000888
2376;0.0000823
2377;0.0000802
2378;0.0000786
2379;0.0000776
2380;0.0000768
2381;0.0000765
2382;0.0000764
2383;0.0000748
2384;0.0000758
2385;0.0000785
2386;0.0000855
2387;0.0000927
2388;0.000117511
2389;0.000128142
2390;0.000131014
2391;0.000134758
2392;0.000134608
2393;0.000130273
2394;0.000125571
2395;0.000121948
2396;0.000114001
2397;0.000105056
2398;0.000095
2399;0.0000879
2400;0.0000869
2401;0.0000875
2402;0.0000872
2403;0.0000865
2404;0.0000853
2405;0.0000826
2406;0.0000838
2407;0.0000944
2408;0.000115331
2409;0.000136478
2410;0.000150388
2411;0.000151981
2412;0.000148468
2413;0.000147145
2414;0.000145415
2415;0.000140044
2416;0.000134671
2417;0.000123652
2418;0.00011965
2419;0.000124036
2420;0.000124303
2421;0.000110445
2422;0.0000963
2423;0.0000904
2424;0.000088
2425;0.0000871
2426;0.0000863
2427;0.0000855
2428;0.0000856
2429;0.0000851
2430;0.0000871
2431;0.0000939
2432;0.000110049
2433;0.000132773
2434;0.000150096
2435;0.000154876
2436;0.000150029
2437;0.000147
2438;0.000140753
2439;0.000135936
2440;0.000133332
2441;0.000129543
2442;0.000128285
2443;0.000131307
2444;0.00011912
2445;0.000116983
2446;0.000105949
2447;0.0000987
2448;0.0000972
2449;0.0000977
2450;0.0000978
2451;0.0000964
2452;0.0000959
2453;0.000095
2454;0.0000966
2455;0.000106502
2456;0.000121303
2457;0.000142329
2458;0.000157335
2459;0.000158872
2460;0.000157288
2461;0.000147429
2462;0.000140931
2463;0.000134159
2464;0.000126902
2465;0.000125047
2466;0.000128659
2467;0.000137564
2468;0.000133148
2469;0.0001209
2470;0.000108142
2471;0.000101298
2472;0.000102117
2473;0.000101268
2474;0.000100327
2475;0.000099
2476;0.0000984
2477;0.0000974
2478;0.0000968
2479;0.0000985
2480;0.000111605
2481;0.000130465
2482;0.000147473
2483;0.000156966
2484;0.00015996
2485;0.000153285
2486;0.000153812
2487;0.000150303
2488;0.000147321
2489;0.000138504
2490;0.000128398
2491;0.000133723
2492;0.000128967
2493;0.000116378
2494;0.000100777
2495;0.0000953
2496;0.0000921
2497;0.0000915
2498;0.0000912
2499;0.0000899
2500;0.000089
2501;0.0000881
2502;0.0000929
2503;0.00010067
2504;0.000119645
2505;0.000145704
2506;0.000162879
2507;0.00016356
2508;0.000158202
2509;0.000148959
2510;0.000139396
2511;0.000134551
2512;0.000129895
2513;0.000125498
2514;0.000122699
2515;0.000124897
2516;0.000122847
2517;0.000116814
2518;0.000107359
2519;0.000097
2520;0.0000934
2521;0.0000907
2522;0.0000894
2523;0.0000892
2524;0.0000885
2525;0.0000872
2526;0.0000869
2527;0.0000862
2528;0.0000887
2529;0.0000941
2530;0.000114715
2531;0.000125216
2532;0.000129026
2533;0.000129825
2534;0.000132144
2535;0.0001278
2536;0.000124652
2537;0.000116994
2538;0.000112722
2539;0.000114122
2540;0.000115128
2541;0.000110599
2542;0.000101442
2543;0.0000888
2544;0.0000823
2545;0.0000802
2546;0.0000786
2547;0.0000776
2548;0.0000768
2549;0.0000765
2550;0.0000764
2551;0.0000748
2552;0.0000758
2553;0.0000785
2554;0.0000855
2555;0.0000927
2556;0.000117511
2557;0.000128142
2558;0.000131014
2559;0.000134758
2560;0.000134608
2561;0.000130273
2562;0.000125571
2563;0.000121948
2564;0.000114001
2565;0.000105056
2566;0.000095
2567;0.0000879
2568;0.0000869
2569;0.0000875
2570;0.0000872
2571;0.0000865
2572;0.0000853
2573;0.0000826
2574;0.0000838
2575;0.0000944
2576;0.000115331
2577;0.000136478
2578;0.000150388
2579;0.000151981
2580;0.000148468
2581;0.000147145
2582;0.000145415
2583;0.000140044
2584;0.000134671
2585;0.000123652
2586;0.00011965
2587;0.000124036
2588;0.000124303
2589;0.000110445
2590;0.0000963
2591;0.0000904
2592;0.000088
2593;0.0000871
2594;0.0000863
2595;0.0000855
2596;0.0000856
2597;0.0000851
2598;0.0000871
2599;0.0000939
2600;0.000110049
2601;0.000132773
2602;0.000150096
2603;0.000154876
2604;0.000150029
2605;0.000147
2606;0.000140753
2607;0.000135936
2608;0.000133332
2609;0.000129543
2610;0.000128285
2611;0.000131307
2612;0.00011912
2613;0.000116983
2614;0.000105949
2615;0.0000987
2616;0.0000972
2617;0.0000977
2618;0.0000978
2619;0.0000964
2620;0.0000959
2621;0.000095
2622;0.0000966
2623;0.000106502
2624;0.000121303
2625;0.000142329
2626;0.000157335
2627;0.000158872
2628;0.000157288
2629;0.000147429
2630;0.000140931
2631;0.000134159
2632;0.000126902
2633;0.000125047
2634;0.000128659
2635;0.000137564
2636;0.000133148
2637;0.0001209
2638;0.000108142
2639;0.000101298
2640;0.000102117
2641;0.000101268
2642;0.000100327
2643;0.000099
2644;0.0000984
2645;0.0000974
2646;0.0000968
2647;0.0000985
2648;0.000111605
2649;0.000130465
2650;0.000147473
2651;0.000156966
2652;0.00015996
2653;0.000153285
2654;0.000153812
2655;0.000150303
2656;0.000147321
2657;0.000138504
2658;0.000128398
2659;0.000133723
2660;0.000128967
2661;0.000116378
2662;0.000100777
2663;0.0000953
2664;0.0000921
2665;0.0000915
2666;0.0000912
2667;0.0000899
2668;0.000089
2669;0.0000881
2670;0.0000929
2671;0.00010067
2672;0.000119645
2673;0.000145704
2674;0.000162879
2675;0.00016356
2676;0.000158202
2677;0.000148959
2678;0.000139396
2679;0.000134551
2680;0.000129895
2681;0.000125498
2682;0.000122699
2683;0.000124897
2684;0.000122847
2685;0.000116814
2686;0.000107359
2687;0.000097
2688;0.0000934
2689;0.0000907
2690;0.0000894
2691;0.0000892
2692;0.0000885
2693;0.0000872
2694;0.0000869
2695;0.0000862
2696;0.0000887
2697;0.0000941
2698;0.000114715
2699;0.000125216
2700;0.000129026
2701;0.000129825
2702;0.000132144
2703;0.0001278
2704;0.000124652
2705;0.000116994
2706;0.000112722
2707;0.000114122
2708;0.000115128
2709;0.000110599
2710;0.000101442
2711;0.0000888
2712;0.0000823
2713;0.0000802
2714;0.0000786
2715;0.0000776
2716;0.0000768
2717;0.0000765
2718;0.0000764
2719;0.0000748
2720;0.0000758
2721;0.0000785
2722;0.0000855
2723;0.0000927
2724;0.000117511
2725;0.000128142
2726;0.000131014
2727;0.000134758
2728;0.000134608
2729;0.000130273
2730;0.000125571
2731;0.000121948
2732;0.000114001
2733;0.000105056
2734;0.000095
2735;0.0000879
2736;0.0000869
2737;0.0000875
2738;0.0000872
2739;0.0000865
2740;0.0000853
2741;0.0000826
2742;0.0000838
2743;0.0000944
2744;0.000115331
2745;0.000136478
2746;0.000150388
2747;0.000151981
2748;0.000148468
2749;0.000147145
2750;0.000145415
2751;0.000140044
2752;0.000134671
2753;0.000123652
2754;0.00011965
2755;0.000124036
2756;0.000124303
2757;0.000110445
2758;0.0000963
2759;0.0000904
2760;0.000088
2761;0.0000871
2762;0.0000863
2763;0.0000855
2764;0.0000856
2765;0.0000851
2766;0.0000871
2767;0.0000939
2768;0.000110049
2769;0.000132773
2770;0.000150096
2771;0.000154876
2772;0.000150029
2773;0.000147
2774;0.000140753
2775;0.000135936
2776;0.000133332
2777;0.000129543
2778;0.000128285
2779;0.000131307
2780;0.00011912
2781;0.000116983
2782;0.000105949
2783;0.0000987
2784;0.0000972
2785;0.0000977
2786;0.0000978
2787;0.0000964
2788;0.0000959
2789;0.000095
2790;0.0000966
2791;0.000106502
2792;0.000121303
2793;0.000142329
2794;0.000157335
2795;0.000158872
2796;0.000157288
2797;0.000147429
2798;0.000140931
2799;0.000134159
2800;0.000126902
2801;0.000125047
2802;0.000128659
2803;0.000137564
2804;0.000133148
2805;0.0001209
2806;0.000108142
2807;0.000101298
2808;0.000102117
2809;0.000101268
2810;0.000100327
2811;0.000099
2812;0.0000984
2813;0.0000974
2814;0.0000968
2815;0.0000985
2816;0.000111605
2817;0.000130465
2818;0.000147473
2819;0.000156966
2820;0.00015996
2821;0.000153285
2822;0.000153812
2823;0.000150303
2824;0.000147321
2825;0.000138504
2826;0.000128398
2827;0.000133723
2828;0.000128967
2829;0.000116378
2830;0.000100777
2831;0.0000953
2832;0.0000921
2833;0.0000915
2834;0.0000912
2835;0.0000899
2836;0.000089
2837;0.0000881
2838;0.0000929
2839;0.00010067
2840;0.000119645
2841;0.000145704
2842;0.000162879
2843;0.00016356
2844;0.000158202
2845;0.000148959
2846;0.000139396
2847;0.000134551
2848;0.000129895
2849;0.000125498
2850;0.000122699
2851;0.000124897
2852;0.000122847
2853;0.000116814
2854;0.000107359
2855;0.000097
2856;0.0000934
2857;0.0000907
2858;0.0000894
2859;0.0000892
2860;0.0000885
2861;0.0000872
2862;0.0000869
2863;0.0000862
2864;0.0000887
2865;0.0000941
2866;0.000114715
2867;0.000125216
2868;0.000129026
2869;0.000129825
2870;0.000132144
2871;0.0001278
2872;0.000124652
2873;0.000116994
2874;0.000112722
2875;0.000114122
2876;0.000115128
2877;0.000110599
2878;0.000101442
2879;0.0000888
2880;0.0000823
2881;0.0000802
2882;0.0000786
2883;0.0000776
2884;0.0000768
2885;0.0000765
2886;0.0000764
2887;0.0000748
2888;0.0000758
2889;0.0000785
2890;0.0000855
2891;0.0000927
2892;0.000117511
2893;0.000128142
2894;0.000131014
2895;0.000134758
2896;0.000134608
2897;0.000130273
2898;0.000125571
2899;0.000121948
2900;0.000114001
2901;0.000105056
2902;0.000095
2903;0.0000879
2904;0.0000869
2905;0.0000875
2906;0.0000872
2907;0.0000865
2908;0.0000853
2909;0.0000826
2910;0.0000838
2911;0.0000944
2912;0.000115331
2913;0.000136478
2914;0.000150388
2915;0.000151981
2916;0.000148468
2917;0.000147145
2918;0.000145415
2919;0.000140044
2920;0.000134671
2921;0.000123652
2922;0.00011965
2923;0.000124036
2924;0.000124303
2925;0.000110445
2926;0.0000963
2927;0.0000904
2928;0.000088
2929;0.0000871
2930;0.0000863
2931;0.0000855
2932;0.0000856
2933;0.0000851
2934;0.0000871
2935;0.0000939
2936;0.000110049
2937;0.000132773
2938;0.000150096
2939;0.000154876
2940;0.000150029
2941;0.000147
2942;0.000140753
2943;0.000135936
2944;0.000133332
2945;0.000129543
2946;0.000128285
2947;0.000131307
2948;0.00011912
2949;0.000116983
2950;0.000105949
2951;0.0000987
2952;0.0000972
2953;0.0000977
2954;0.0000978
2955;0.0000964
2956;0.0000959
2957;0.000095
2958;0.0000966
2959;0.000106502
2960;0.000121303
2961;0.000142329
2962;0.000157335
2963;0.000158872
2964;0.000157288
2965;0.000147429
2966;0.000140931
2967;0.000134159
2968;0.000126902
2969;0.000125047
2970;0.000128659
2971;0.000137564
2972;0.000133148
2973;0.0001209
2974;0.000108142
2975;0.000101298
2976;0.000102117
2977;0.000101268
2978;0.000100327
2979;0.000099
2980;0.0000984
2981;0.0000974
2982;0.0000968
2983;0.0000985
2984;0.000111605
2985;0.000130465
2986;0.000147473
2987;0.000156966
2988;0.00015996
2989;0.000153285
2990;0.000153812
2991;0.000150303
2992;0.000147321
2993;0.000138504
2994;0.000128398
2995;0.000133723
2996;0.000128967
2997;0.000116378
2998;0.000100777
2999;0.0000953
3000;0.0000921
3001;0.0000915
3002;0.0000912
3003;0.0000899
3004;0.000089
3005;0.0000881
3006;0.0000929
3007;0.00010067
3008;0.000119645
3009;0.000145704
3010;0.000162879
3011;0.00016356
3012;0.000158202
3013;0.000148959
3014;0.000139396
3015;0.000134551
3016;0.000129895
3017;0.000125498
3018;0.000122699
3019;0.000124897
3020;0.000122847
3021;0.000116814
3022;0.000107359
3023;0.000097
3024;0.0000934
3025;0.0000907
3026;0.0000894
3027;0.0000892
3028;0.0000885
3029;0.0000872
3030;0.0000869
3031;0.0000862
3032;0.0000887
3033;0.0000941
3034;0.000114715
3035;0.000125216
3036;0.000129026
3037;0.000129825
3038;0.000132144
3039;0.0001278
3040;0.000124652
3041;0.000116994
3042;0.000112722
3043;0.000114122
3044;0.000115128
3045;0.000110599
3046;0.000101442
3047;0.0000888
3048;0.0000823
3049;0.0000802
3050;0.0000786
3051;0.0000776
3052;0.0000768
3053;0.0000765
3054;0.0000764
3055;0.0000748
3056;0.0000758
3057;0.0000785
3058;0.0000855
3059;0.0000927
3060;0.000117511
3061;0.000128142
3062;0.000131014
3063;0.000134758
3064;0.000134608
3065;0.000130273
3066;0.000125571
3067;0.000121948
3068;0.000114001
3069;0.000105056
3070;0.000095
3071;0.0000879
3072;0.0000869
3073;0.0000875
3074;0.0000872
3075;0.0000865
3076;0.0000853
3077;0.0000826
3078;0.0000838
3079;0.0000944
3080;0.000115331
3081;0.000136478
3082;0.000150388
3083;0.000151981
3084;0.000148468
3085;0.000147145
3086;0.000145415
3087;0.000140044
3088;0.000134671
3089;0.000123652
3090;0.00011965
3091;0.000124036
3092;0.000124303
3093;0.000110445
3094;0.0000963
3095;0.0000904
3096;0.000088
3097;0.0000871
3098;0.0000863
3099;0.0000855
3100;0.0000856
3101;0.0000851
3102;0.0000871
3103;0.0000939
3104;0.000110049
3105;0.000132773
3106;0.000150096
3107;0.000154876
3108;0.000150029
3109;0.000147
3110;0.000140753
3111;0.000135936
3112;0.000133332
3113;0.000129543
3114;0.000128285
3115;0.000131307
3116;0.00011912
3117;0.000116983
3118;0.000105949
3119;0.0000987
3120;0.0000972
3121;0.0000977
3122;0.0000978
3123;0.0000964
3124;0.0000959
3125;0.000095
3126;0.0000966
3127;0.000106502
3128;0.000121303
3129;0.000142329
3130;0.000157335
3131;0.000158872
3132;0.000157288
3133;0.000147429
3134;0.000140931
3135;0.000134159
3136;0.000126902
3137;0.000125047
3138;0.000128659
3139;0.000137564
3140;0.000133148
3141;0.0001209
3142;0.000108142
3143;0.000101298
3144;0.000102117
3145;0.000101268
3146;0.000100327
3147;0.000099
3148;0.0000984
3149;0.0000974
3150;0.0000968
3151;0.0000985
3152;0.000111605
3153;0.000130465
3154;0.000147473
3155;0.000156966
3156;0.00015996
3157;0.000153285
3158;0.000153812
3159;0.000150303
3160;0.000147321
3161;0.000138504
3162;0.000128398
3163;0.000133723
3164;0.000128967
3165;0.000116378
3166;0.000100777
3167;0.0000953
3168;0.0000921
3169;0.0000915
3170;0.0000912
3171;0.0000899
3172;0.000089
3173;0.0000881
3174;0.0000929
3175;0.00010067
3176;0.000119645
3177;0.000145704
3178;0.000162879
3179;0.00016356
3180;0.000158202
3181;0.000148959
3182;0.000139396
3183;0.000134551
3184;0.000129895
3185;0.000125498
3186;0.000122699
3187;0.000124897
3188;0.000122847
3189;0.000116814
3190;0.000107359
3191;0.000097
3192;0.0000934
3193;0.0000907
3194;0.0000894
3195;0.0000892
3196;0.0000885
3197;0.0000872
3198;0.0000869
3199;0.0000862
3200;0.0000887
3201;0.0000941
3202;0.000114715
3203;0.000125216
3204;0.000129026
3205;0.000129825
3206;0.000132144
3207;0.0001278
3208;0.000124652
3209;0.000116994
3210;0.000112722
3211;0.000114122
3212;0.000115128
3213;0.000110599
3214;0.000101442
3215;0.0000888
3216;0.0000823
3217;0.0000802
3218;0.0000786
3219;0.0000776
3220;0.0000768
3221;0.0000765
3222;0.0000764
3223;0.0000748
3224;0.0000758
3225;0.0000785
3226;0.0000855
3227;0.0000927
3228;0.000117511
3229;0.000128142
3230;0.000131014
3231;0.000134758
